"Time_Iter","Outer_Iter","Inner_Iter",       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          45,       2.997728039,       2.635400456,   5.117303588e-12,       -1.51347812,      -2.094628296,       1.300888846,       2.601777502,   5.117303588e-12,       3.026956027,      0.8791326038,     0.01336358138
          0,           0,          46,       2.943886553,       2.600003737,   5.637622542e-12,      -1.492205456,      -2.077281969,       1.276693299,       2.553386269,   5.637622542e-12,         2.9844105,       0.883187477,     0.01502652294
          0,           0,          47,       2.881090612,       2.563887061,   6.265096438e-12,      -1.469953029,      -2.058917514,       1.248114124,       2.496227923,   6.265096438e-12,       2.939905803,       0.889901571,     0.01722847934
          0,           0,          48,       2.807736192,       2.528587952,   7.197795719e-12,      -1.447370505,      -2.039767945,       1.214250155,        2.42850007,   7.197795719e-12,        2.89474126,      0.9005788931,     0.01906806596
          0,           0,          49,       2.722037885,       2.495959325,   8.662748627e-12,      -1.425251119,      -2.020011864,       1.174088537,       2.348176801,   8.662748627e-12,       2.850503273,      0.9169451086,     0.02022866553
          0,           0,          50,       2.622237876,       2.468045249,   1.078918809e-11,      -1.404484732,      -1.999655664,       1.126616817,       2.253232927,   1.078918809e-11,       2.808971379,      0.9411980778,     0.02111822671
          0,           0,          51,       2.506875034,       2.446864355,   1.366586132e-11,      -1.385969254,      -1.978394177,       1.070971171,       2.141940599,   1.366586132e-11,       2.771941211,      0.9760615594,     0.02190432495
          0,           0,          52,       2.451633058,       2.439226682,   1.339500752e-11,      -1.378343168,      -1.968687997,       1.044149867,       2.088299192,   1.339500752e-11,       2.756689671,      0.9949395461,     0.02317624266
          0,           0,          53,       2.387797612,       2.433159694,   1.311704454e-11,      -1.370896893,      -1.957786891,       1.012964543,        2.02592935,   1.311704454e-11,       2.741797549,       1.018997457,     0.02473720828
          0,           0,          54,       2.314914944,       2.429254993,   1.285361994e-11,      -1.363891664,      -1.945508061,      0.9771493796,         1.9542994,   1.285361994e-11,       2.727787541,       1.049392765,     0.02605715913
          0,           0,          55,       2.232829606,       2.428165703,    1.26242792e-11,      -1.357640027,      -1.931618397,      0.9365818965,       1.873164511,    1.26242792e-11,       2.715284781,       1.087483656,     0.02692861733
          0,           0,          56,       2.141471798,       2.430444683,    1.25078916e-11,      -1.352410907,      -1.915743572,      0.8911889833,       1.782378619,    1.25078916e-11,       2.704827034,       1.134941252,     0.02734468732
          0,           0,          57,       2.040818884,       2.436389689,   1.266875825e-11,      -1.348350197,       -1.89731172,      0.8409386607,       1.681877866,   1.266875825e-11,       2.696706005,       1.193829452,     0.02728566085
          0,           0,          58,       1.930952776,       2.445931943,   1.328934703e-11,      -1.345429556,       -1.87554136,      0.7858762885,       1.571752943,   1.328934703e-11,       2.690864987,       1.266696924,     0.02764639946
          0,           0,          59,       1.812084523,       2.458566673,   1.412377335e-11,      -1.343413868,      -1.849461226,      0.7261416672,       1.452283093,   1.412377335e-11,       2.686833494,       1.356761587,     0.02675413665
          0,           0,          60,       1.684523422,       2.473329958,   1.369143403e-11,      -1.341847812,      -1.817982146,        0.66195522,       1.323908756,   1.369143403e-11,       2.683700029,       1.468266885,     0.02444261433
          0,           0,          61,       1.625909251,       2.480217114,   1.447696323e-11,      -1.341179248,      -1.802611252,       0.632453993,       1.264906507,   1.447696323e-11,       2.682362643,       1.525433915,     0.02446529654
          0,           0,          62,       1.560429126,       2.487824773,   1.537588542e-11,      -1.340389483,       -1.78434479,      0.5995030274,       1.199004849,   1.537588542e-11,       2.680783194,       1.594320903,      0.0252700362
          0,           0,          63,       1.488032921,       2.495935013,   1.637289009e-11,      -1.339367262,      -1.762838064,      0.5630927522,       1.126184471,   1.637289009e-11,       2.678738901,       1.677338571,     0.02584442006
          0,           0,          64,       1.408865533,        2.50421231,   1.745909982e-11,      -1.337956623,      -1.737735027,      0.5233182681,       1.046635558,   1.745909982e-11,       2.675917673,       1.777467226,     0.02600235752
          0,           0,          65,       1.322883176,       2.512264779,   1.859225937e-11,      -1.335960519,      -1.708601256,      0.4801851492,       0.960369288,   1.859225937e-11,       2.671925345,       1.899082871,     0.02585369431
          0,           0,          66,       1.229692028,       2.519736569,   1.964717965e-11,      -1.333175375,      -1.674920151,      0.4335231714,      0.8670451977,   1.964717965e-11,       2.666354719,       2.049079373,     0.02551251028
          0,           0,          67,       1.128568332,       2.526449347,   2.036568642e-11,      -1.329462559,       -1.63613162,      0.3829864095,       0.765971393,   2.036568642e-11,        2.65892847,       2.238632145,     0.02500483292
          0,           0,          68,       1.018559369,       2.532566422,   2.039377833e-11,      -1.324836617,       -1.59167347,      0.3280917569,      0.6561816965,   2.039377833e-11,       2.649675725,       2.486420036,     0.02427282713
